,Job Title,Company,Location,Date,Month,Count,Category
323,Digital Marketing Executive,Maliks Lebanon,"Beirut, Lebanon",7/7/21,7,1,Marketer
324,Digital Marketing Intern,Moeabdallah.Com,"Beirut, Lebanon",8/4/21,8,1,Marketer
325,Digital Marketing Specialist,Coditech,"Beirut, Lebanon",6/24/21,6,1,Marketer
326,Digital Marketing Specialist,Moustache Group,"Beirut, Lebanon",8/23/21,8,1,Marketer
327,Digital Marketing Specialist,Edari,"Beirut, Lebanon",8/16/21,8,1,Marketer
328,Digital Marketing Specialist,Ahliah School,"Beirut, Lebanon",8/2/21,8,1,Marketer
330,Digital Media Manager,Generation R Holding,"Beirut, Lebanon",7/8/21,7,1,Manager
331,Director Busines Inteligence,Netrecrute,"Beirut, Lebanon",7/22/21,7,1,Cinema
332,Director Of Suport And Operations,Novelus,"Beirut, Lebanon",6/30/21,6,1,Cinema
334,Dubai Based Comercial Manager,Editec,"Beirut, Lebanon",7/19/21,7,1,Manager
335,Dubai Based Executive Operation Manager,Hire Land,"Beirut, Lebanon",7/18/21,7,1,Manager
338,Ecomerce Trade Executive,Stelgren Sa,"Beirut, Lebanon",6/17/21,6,1,Finance Specialist
339,Ecommerce Sales Representative,Holdal - Abou Adal Group,"Beirut, Lebanon",8/13/21,8,1,Sales Person
340,Economic Afairs Oficer Sustainable Development,United Nations Escap,"Beirut, Lebanon",6/30/21,6,1,Software Developer
341,Economic Affairs Officer,United Nations Economic And Social Commission For Western Asia (Escwa),"Beirut, Lebanon",8/23/21,8,1,Officer
342,Economic Analyst (Abu Dhabi Based),Multiply Group,"Beirut, Lebanon",8/10/21,8,1,Analyst
343,Editorial Intern,The Phoenix Daily,"Beirut, Lebanon",7/30/21,7,1,Writer
344,Education Sector Cordinator P Beirut Lebanon Temporary Apointment  Days,Unicef,"Beirut, Lebanon",7/26/21,7,1,Teacher
347,Embeded Systems Enginer,Band Industries Roadie Music,"Beirut, Lebanon",7/26/21,7,1,Engineer
348,Energy Enginer,Grenwise Energy,"Beirut, Lebanon",7/7/21,7,1,Engineer
349,English Copywriter,Leo Burnett,"Beirut, Lebanon",8/17/21,8,1,Copywriter
350,English Editor,United Nations Economic And Social Comision For Western Asia Escwa,"Beirut, Lebanon",7/7/21,7,1,Writer
351,English Teacher For Midle And Uper Schol,Ahliah Schol,"Beirut, Lebanon",7/27/21,7,1,Teacher
354,Erc Manager Levant,Novartis,"Beirut, Lebanon",6/25/21,6,1,Manager
355,Erp Busines Analyst,Murex,"Beirut, Lebanon",6/15/21,6,1,Analyst
356,Erp Busines Analyst Hf,Murex,"Beirut, Lebanon",6/15/21,6,1,Analyst
361,Executive Acountant,Asociated Insurance Consultants,"Beirut, Lebanon",7/26/21,7,1,Associate
362,Executive Administrative Asistant,Beirut In,"Beirut, Lebanon",7/19/21,7,1,Associate
363,Executive Asistant,Aljaded Tv,"Beirut, Lebanon",7/22/21,7,1,Associate
365,Executive Chef,Monty Mobile,"Beirut, Lebanon",8/3/21,8,1,Chef
367,Executive Performance Marketing Sem,Publicis Media,"Beirut, Lebanon",7/8/21,7,1,Marketer
368,Executive Performance Marketing Social,Publicis Media,"Beirut, Lebanon",7/8/21,7,1,Marketer
369,Executive Personal Asistant,Sucednlead,"Beirut, Lebanon",7/12/21,7,1,Associate
370,Executive Planing,Omnicom Media Group,"Beirut, Lebanon",6/17/21,6,1,Associate
371,Executive Planing,Omd Mena,"Beirut, Lebanon",7/27/21,7,1,Associate
372,Executive Secretary,Ghadar Design,"Beirut, Lebanon",7/28/21,7,1,Associate
373,Executive Social Media,Omd Mena,"Beirut, Lebanon",7/27/21,7,1,Social Media
377,Export Asistant,Multimar Trading,"Beirut, Lebanon",7/15/21,7,1,Assistant
378,Fashion Designer,Elias Showroom,"Beirut, Lebanon",8/9/21,8,1,Designer
379,Female English Teacher Midle Schol,Albayader Beirut,"Beirut, Lebanon",7/26/21,7,1,Teacher
380,Field Sales Representative,Al Sultan Fod Stuf Co,"Beirut, Lebanon",7/25/21,7,1,Sales Person
381,Field Service Technician,Unimec International,"Beirut, Lebanon",8/22/21,8,1,Technician
382,Finance Analyst Dubai Uae,Coblestone Energy,"Beirut, Lebanon",6/14/21,6,1,Finance Specialist
383,Finance And Contract Cordinator Eric,International Rescue Comite,"Beirut, Lebanon",7/23/21,7,1,Finance Specialist
384,Finance Asociate,Presentail,"Beirut, Lebanon",6/17/21,6,1,Finance Specialist
385,Finance Asociate Manager Capex Planing Amesa Sector Hq,Pepsico,"Beirut, Lebanon",7/27/21,7,1,Finance Specialist
386,Finance Manager,Deloite,"Beirut, Lebanon",7/14/21,7,1,Finance Specialist
387,Finance Manager Dubai Uae,Coblestone Energy,"Beirut, Lebanon",6/19/21,6,1,Finance Specialist
388,Finance Specialist - System Support,Novelus,"Beirut, Lebanon",8/10/21,8,1,Finance Specialist
389,Finance Supervisor,Radison Hotel Group,"Beirut, Lebanon",7/13/21,7,1,Finance Specialist
390,Financial Acountant,Osud,"Beirut, Lebanon",7/29/21,7,1,Finance Specialist
391,Financial Analyst,Hikma Pharmaceuticals,"Beirut, Lebanon",7/13/21,7,1,Finance Specialist
392,Financial Controler,Borderles Ngo,"Beirut, Lebanon",7/29/21,7,1,Finance Specialist
393,Flet Automation And Carpoling Implementation Manager In Beirut,Unhcr The Un Refuge Agency,"Beirut, Lebanon",7/21/21,7,1,Manager
395,Food Safety Consultant Iso,Boecker,"Beirut, Lebanon",7/26/21,7,1,Consultant
396,Food Safety Supervisor,Litle Mely Baby Fod,"Beirut, Lebanon",6/24/21,6,1,advisor
398,Freelance Animator,Ned Animation - Youtube Channel,"Beirut, Lebanon",8/22/21,8,1,Animator
399,Freelance Graphic Designer,Hexa Media,"Beirut, Lebanon",7/9/21,7,1,Designer
400,Freelance Photographer,Fleystars,"Beirut, Lebanon",7/28/21,7,1,Photographer
401,Freelance Video Editor Animator,Selfemployed Contractor,"Beirut, Lebanon",7/29/21,7,1,Animator
402,Freelance Writer,Executive Magazine,"Beirut, Lebanon",6/25/21,6,1,Writer
403,French Copywriter Freelance,Studio Squals,"Beirut, Lebanon",7/11/21,7,1,Copywriter
404,Front Desk Officer,Eli Lilly And Company,"Beirut, Lebanon",8/17/21,8,1,Officer
406,Front Ofice Supervisor,Radison Hotel Group,"Beirut, Lebanon",6/28/21,6,1,advisor
407,Front Ofice Supervisor,Radison Hotel Group,"Beirut, Lebanon",7/13/21,7,1,advisor
408,Frontend Developer,Arabiagis,"Beirut, Lebanon",8/5/21,8,1,Software Developer
409,Frontend Software Enginer,Stelgren Sa,"Beirut, Lebanon",6/21/21,6,1,Engineer
410,Fulfilment Manager,Next Parcel,"Beirut, Lebanon",7/28/21,7,1,Manager
411,Full Stack Developer,Moscanet Sal Wise,"Beirut, Lebanon",7/6/21,7,1,Software Developer
412,Full Stack Developer,Basma.Com,"Beirut, Lebanon",8/2/21,8,1,Software Developer
413,Full Stack Developer Dubai Or Remote,Coblestone Energy,"Beirut, Lebanon",6/19/21,6,1,Software Developer
414,Full Stack Engineer,Equadis Sa,"Beirut, Lebanon",8/6/21,8,1,Engineer
415,Full Stack Engineer,Drapp_Me,"Beirut, Lebanon",8/17/21,8,1,Engineer
416,Full Stack Engineer,Postlight,"Beirut, Lebanon",8/11/21,8,1,Engineer
417,Full Stack Java Developer,Sword Group,"Beirut, Lebanon",6/22/21,6,1,Software Developer
418,Full Time Beauty Therapist For A High Stret Salon In Lebanon ,Spa Stafcom,"Beirut, Lebanon",6/4/21,6,1,Therapist
420,Full Time Nail Technician For A High Stret Salon In Lebanon ,Spa Stafcom,"Beirut, Lebanon",6/4/21,6,1,Technician
421,Functional Consultant,Murex,"Beirut, Lebanon",5/2/21,5,1,Consultant
422,Galery Asistant,The Lt Galery,"Beirut, Lebanon",7/20/21,7,1,Assistant
424,Go Developer (Golang),Sword Group,"Beirut, Lebanon",8/6/21,8,1,Software Developer
425,Google Analytics Expert Wanted,Securealm Sal Ofshore,"Beirut, Lebanon",7/22/21,7,1,Analyst
426,Graduate Developer,Coblestone Energy,"Beirut, Lebanon",6/8/21,6,1,Software Developer
427,Grants Writer,American University Of Beirut,"Beirut, Lebanon",7/28/21,7,1,Writer
428,Graphic & Digital Marketing Designer,Foody'S International,"Beirut, Lebanon",8/19/21,8,1,Marketer
429,Graphic Design Intern,Pharmaklik,"Beirut, Lebanon",6/21/21,6,1,Designer
430,Graphic Designer,Kashida,"Beirut, Lebanon",6/14/21,6,1,Designer
431,Graphic Designer,Gsm Facility Services,"Beirut, Lebanon",8/15/21,8,1,Designer
432,Graphic Designer,Idml Products Limited,"Beirut, Lebanon",8/19/21,8,1,Designer
433,Graphic Designer,Bureau Veritas Group,"Beirut, Lebanon",8/16/21,8,1,Designer
434,Graphic Designer,Hotelshop,"Beirut, Lebanon",8/4/21,8,1,Designer
435,Graphic Designer,Media Solutions,"Beirut, Lebanon",8/22/21,8,1,Designer
436,Graphic Designer,Impact Bbdo,"Beirut, Lebanon",8/11/21,8,1,Designer
437,Graphic Designer,Socialcrtl,"Beirut, Lebanon",8/2/21,8,1,Designer
438,Graphic Designer,Pbm Real Estate In Lebanon,"Beirut, Lebanon",8/23/21,8,1,Designer
439,Graphic Designer,Lebanese National Bloc - Ù­Ù²Ù¨ Ù§ØØØªÙØ© Ù§ØØØ·ÙØØØ© Ù§ØØØ¨ÙØ§ØØØØ©,"Beirut, Lebanon",8/3/21,8,1,Designer
440,Graphic Designer (Ui/Ux),Everteamgs-Intalio,"Beirut, Lebanon",8/20/21,8,1,Designer
442,Graphic Designer Uiux,Everteamgsintalio,"Beirut, Lebanon",7/29/21,7,1,Designer
443,Group Communication Specialist,Toy Market Group Holding,"Beirut, Lebanon",8/2/21,8,1,Communication Specialist
444,Group Fitness Instructor,1Tribe,"Beirut, Lebanon",8/1/21,8,1,Teacher
445,Group Social Media Senior Oficer,Boecker,"Beirut, Lebanon",7/29/21,7,1,Social Media
446,Group Sustainability Project Manager Gspm,Sucafina,"Beirut, Lebanon",6/29/21,6,1,Manager
447,Growth Marketing Manager Saudi Arabia,Binance,"Beirut, Lebanon",7/30/21,7,1,Marketer
448,Head Chef,Cafe77,"Beirut, Lebanon",8/17/21,8,1,Chef
450,Head Of Finance Levant,Novartis,"Beirut, Lebanon",6/25/21,6,1,Finance Specialist
453,High Schol Mathematics Teacher,The Carer Club,"Beirut, Lebanon",7/29/21,7,1,Teacher
454,Hotel Contracting,Ebokingcenter,"Beirut, Lebanon",7/27/21,7,1,Hospitality
455,Hr Busines Partner Levant South Africa,Danone,"Beirut, Lebanon",7/28/21,7,1,Business Specialist
456,Hr Manager,Podeo ,"Beirut, Lebanon",6/3/21,6,1,Manager
458,Human Resources Administrator,Diadona,"Beirut, Lebanon",7/30/21,7,1,Human Resource Specialist
459,Human Resources Consultant,Phoenix Consulting International,"Beirut, Lebanon",7/28/21,7,1,Consultant
460,Human Resources Generalist,Holdal - Abou Adal Group,"Beirut, Lebanon",8/13/21,8,1,Human Resource Specialist
461,Human Resources Manager,Droguerie De L Union,"Beirut, Lebanon",7/21/21,7,1,Manager
462,Human Resources Manager,Deloitte,"Beirut, Lebanon",8/18/21,8,1,Manager
463,Human Resources Oficer,Presentail,"Beirut, Lebanon",5/31/21,5,1,Human Resource Specialist
464,Human Resources Specialist Hr Specialist,Khoubourat Hr Program,"Beirut, Lebanon",7/15/21,7,1,Human Resource Specialist
465,Icrc Movement Communication Adviser - Near And Middle East (Name),International Committee Of The Red Cross - Icrc,"Beirut, Lebanon",8/9/21,8,1,Communication Specialist
466,Ifs Engagement Comunications Manager Lebanon,Pwc Midle East,"Beirut, Lebanon",6/24/21,6,1,Manager
467,Ifs Finance Firm Tax Asociatesenior Asociate Compliance Audit Lebanon,Pwc Midle East,"Beirut, Lebanon",6/12/21,6,1,Finance Specialist
470,Influencer Management Executive Itp Live,Itp Media Group,"Beirut, Lebanon",6/23/21,6,1,Manager
471,Information & Cyber Security Consultancy Service,Danish Refugee Council / Dansk FlygtningehjÃ¦Lp,"Beirut, Lebanon",8/11/21,8,1,Services
472,Information Technology Oficer,Kalasi Group,"Beirut, Lebanon",7/14/21,7,1,Technology Specialist
473,Information Technology Project Manager,Netrecrute,"Beirut, Lebanon",7/27/21,7,1,Manager
474,Information Technology Support Specialist,Broadnet Technologies,"Beirut, Lebanon",8/23/21,8,1,Technology Specialist
475,Information Technology Technician,Creasoft Lebanon,"Beirut, Lebanon",7/31/21,7,1,Technician
476,Institutional Sales And Acount Manager Mena,Binance,"Beirut, Lebanon",7/30/21,7,1,Sales Person
477,Insurance Advisor Agent,Alianz Sna,"Beirut, Lebanon",7/8/21,7,1,Assistant
478,Insurance Agent,Lions Agency,"Beirut, Lebanon",7/13/21,7,1,Assistant
480,Interior Designer,Interial Home Design,"Beirut, Lebanon",7/31/21,7,1,Designer
481,Intermediate Android Developer,Eddress,"Beirut, Lebanon",8/13/21,8,1,Software Developer
482,Intermediate Qa Engineer,Eddress,"Beirut, Lebanon",8/13/21,8,1,Engineer
483,Internal Auditor,Monty Mobile,"Beirut, Lebanon",8/13/21,8,1,Accountant
484,Internship As A Pastry Chef,Radison Hotel Group,"Beirut, Lebanon",6/18/21,6,1,Chef
486,Investment Analyst,Capb,"Beirut, Lebanon",7/13/21,7,1,Analyst
487,Ios Developer,Mobile Arts,"Beirut, Lebanon",8/23/21,8,1,Software Developer
488,Ios Developer,Monty Mobile,"Beirut, Lebanon",8/12/21,8,1,Software Developer
489,Ios Developer,Smartcode Internet Solutions,"Beirut, Lebanon",8/8/21,8,1,Software Developer
490,Ip Enginer,Cedarcom Mobi,"Beirut, Lebanon",7/16/21,7,1,Engineer
491,Islamic Banking Flexcube Consultant,Jmr Infotech,"Beirut, Lebanon",8/10/21,8,1,Consultant
492,It Analyst,Python,"Beirut, Lebanon",6/28/21,6,1,Analyst
494,It Project Manager,Netrecrute,"Beirut, Lebanon",7/26/21,7,1,Manager
496,Java Full Stack Engineer,Cme,"Beirut, Lebanon",8/3/21,8,1,Engineer
497,Java Software Developer,Netrecrute,"Beirut, Lebanon",7/22/21,7,1,Software Developer
498,Java Software Engineer,Capital Banking Solutions,"Beirut, Lebanon",8/17/21,8,1,Engineer
499,Java Software Engineer,Best Assistance Lebanon,"Beirut, Lebanon",8/10/21,8,1,Engineer
500,Java Software Enginer,Capital Banking Solutions,"Beirut, Lebanon",7/15/21,7,1,Engineer
502,Junior Animator,Ethos Interactive,"Beirut, Lebanon",7/8/21,7,1,Animator
503,Junior Arabic Copywriter,Db,"Beirut, Lebanon",6/25/21,6,1,Copywriter
504,Junior Art Director,Clap Clap,"Beirut, Lebanon",8/17/21,8,1,Art
505,Junior Busines Analyst,Itineris People Management Consulting,"Beirut, Lebanon",7/15/21,7,1,Analyst
506,Junior Busines Developer,Aura Comodities,"Beirut, Lebanon",6/22/21,6,1,Software Developer
507,Junior Chef,Radison Hotel Group,"Beirut, Lebanon",7/16/21,7,1,Chef
508,Junior Developer Remote,Coblestone Energy,"Beirut, Lebanon",6/8/21,6,1,Software Developer
509,Junior English Copywriter,Db,"Beirut, Lebanon",6/25/21,6,1,Copywriter
510,Junior Full Stack Web Development Instructor,Se Factory,"Beirut, Lebanon",7/26/21,7,1,Software Developer
511,Junior Graphic Designer,Geexel,"Beirut, Lebanon",8/5/21,8,1,Designer
512,Junior Investment Analyst,Monty Mobile,"Beirut, Lebanon",8/16/21,8,1,Analyst
515,Junior Software Developer,Cs Providers,"Beirut, Lebanon",7/28/21,7,1,Software Developer
516,Junior Software Developer Mf,Equadis Sa,"Beirut, Lebanon",7/16/21,7,1,Software Developer
517,Junior Software Developer Microservices,Novelus,"Beirut, Lebanon",6/29/21,6,1,Software Developer
518,Junior Support Officer,Sucafina,"Beirut, Lebanon",8/18/21,8,1,Officer
520,Kitchen Chef,Crepaway,"Beirut, Lebanon",7/19/21,7,1,Chef
523,Labor Economist,International Labour Organization,"Beirut, Lebanon",6/24/21,6,1,Economist
524,Lead Analystproject Manager Lebanon Crisis Analytics Hub Beirut Lebanon,Mercy Corps,"Beirut, Lebanon",7/30/21,7,1,Analyst
525,Lebanon Resource Center (Lrc) - Audit & Assurance | Senior,Deloitte,"Beirut, Lebanon",8/3/21,8,1,Technology Specialist
526,Lebanon Resource Center Lrc Audit Asurance Senior,Deloite,"Beirut, Lebanon",6/14/21,6,1,Technology Specialist
531,Maison Brand Manager,Elie Sab,"Beirut, Lebanon",7/14/21,7,1,Manager
532,Males Sales Executive,Lunar Media Group,"Beirut, Lebanon",6/15/21,6,1,Sales Person
533,Managed Security Services Oficerenginer L,Exeo,"Beirut, Lebanon",7/28/21,7,1,Manager
534,Managed Services Oficer L Mw,Exeo,"Beirut, Lebanon",6/3/21,6,1,Manager
535,Manager,Abeile Dor,"Beirut, Lebanon",7/22/21,7,1,Manager
536,Manager ,Shabab Lab,"Beirut, Lebanon",8/23/21,8,1,Manager
537,Manager Planing,Omnicom Media Group,"Beirut, Lebanon",6/28/21,6,1,Manager
538,Manager Total Rewards,Deloitte,"Beirut, Lebanon",8/18/21,8,1,Manager
539,Market Research Analyst,Al Wadi Al Akhdar,"Beirut, Lebanon",8/11/21,8,1,Marketer
540,Market Research Project Manager,Infopro Sal,"Beirut, Lebanon",6/7/21,6,1,Marketer
541,Marketing Asistant,Maison Mirath,"Beirut, Lebanon",7/7/21,7,1,Marketer
542,Marketing Asociate,Presentail,"Beirut, Lebanon",7/8/21,7,1,Marketer
543,Marketing Comunications Manager,Podeo ,"Beirut, Lebanon",6/7/21,6,1,Marketer
544,Marketing Executive,Stelgren Sa,"Beirut, Lebanon",7/14/21,7,1,Marketer
545,Marketing Executive,Rymco,"Beirut, Lebanon",8/9/21,8,1,Marketer
546,Marketing Intern,Pometo Snacks,"Beirut, Lebanon",7/28/21,7,1,Marketer
547,Marketing Manager,Funding Souq | ÙØØ¿ØØØ Ù³ÙØ,"Beirut, Lebanon",8/23/21,8,1,Marketer
548,Marketing Manager,The Lebanese Bakery,"Beirut, Lebanon",8/12/21,8,1,Marketer
549,Marketing Specialist,Idp Ielts Lebanon,"Beirut, Lebanon",7/12/21,7,1,Marketer
550,Marketing Specialist,Cedar White Bradley (Cwb),"Beirut, Lebanon",8/19/21,8,1,Marketer
551,Medical Sales Representative,Catafago & Co.,"Beirut, Lebanon",8/23/21,8,1,Sales Person
552,Medical Sales Representative,Droguerie Phenicia,"Beirut, Lebanon",8/17/21,8,1,Sales Person
554,Medicalaesthetics Sales Specialist,Medisurge,"Beirut, Lebanon",7/15/21,7,1,Sales Person
556,Microsoft Dynamics  Developer,Dar,"Beirut, Lebanon",7/28/21,7,1,Software Developer
557,Microsoft Dynamics Consultant,Integrated Digital Systems Ids,"Beirut, Lebanon",7/2/21,7,1,Consultant
558,Midsenior Java Developer,Edres,"Beirut, Lebanon",7/9/21,7,1,Software Developer
560,Mobile Developer,Capital Banking Solutions,"Beirut, Lebanon",8/6/21,8,1,Software Developer
561,Mobile Developer (Flutter),Twig Finance,"Beirut, Lebanon",8/12/21,8,1,Software Developer
562,Mobile Developer (Freelancer),Achour Holding,"Beirut, Lebanon",8/20/21,8,1,Software Developer
563,Monitoring And Reporting Manager Mrm,Sucafina,"Beirut, Lebanon",6/29/21,6,1,Manager
564,Motion Graphic Designer,Impact Bdo,"Beirut, Lebanon",7/26/21,7,1,Designer
565,Motion Graphic Designer,Yeprem,"Beirut, Lebanon",8/12/21,8,1,Designer
566,Motion Graphic Designers,District General Trading And Contracting Company,"Beirut, Lebanon",8/18/21,8,1,Designer
567,Multimedia Designer,Leo Burnet,"Beirut, Lebanon",7/7/21,7,1,Designer
568,Net And Sql Server Developer,Sucafina,"Beirut, Lebanon",6/29/21,6,1,Software Developer
569,Ofice Cashier,Holdal Abou Adal Group,"Beirut, Lebanon",7/13/21,7,1,Cashier
570,Operational Consultant,Sns,"Beirut, Lebanon",7/30/21,7,1,Consultant
572,Operations Asociate,Presentail,"Beirut, Lebanon",6/15/21,6,1,Associate
574,Operations Executive Ecomerce,Stelgren Sa,"Beirut, Lebanon",6/16/21,6,1,Associate
575,Operations Manager,Patchi,"Beirut, Lebanon",7/12/21,7,1,Manager
576,Operations Manager,Patchi,"Beirut, Lebanon",8/19/21,8,1,Manager
577,Oracle Applications Sales Representative (Cx Territory),Oracle,"Beirut, Lebanon",8/10/21,8,1,Sales Person
578,Outdoor Sales,Arope Insurance Lebanon,"Beirut, Lebanon",6/23/21,6,1,Sales Person
579,Outdor Sales Representative Real Estate,Beirut Living,"Beirut, Lebanon",7/31/21,7,1,Sales Person
580,Outside Sales Representative,Shanshal Chocolate,"Beirut, Lebanon",7/5/21,7,1,Sales Person
581,Paid Marketing Manager,Wick,"Beirut, Lebanon",5/24/21,5,1,Marketer
582,Part Time Full Stack Engineer,Massyve.Tech,"Beirut, Lebanon",8/5/21,8,1,Engineer
583,Partnership Finance Asistant Beirut,International Rescue Comite,"Beirut, Lebanon",7/26/21,7,1,Finance Specialist
584,Partnership Finance Manager Beirut,International Rescue Comite,"Beirut, Lebanon",7/26/21,7,1,Finance Specialist
585,Performance Manager,Mindshare,"Beirut, Lebanon",8/2/21,8,1,Manager
586,Personal Executive Asistant,Thera Nutri,"Beirut, Lebanon",7/26/21,7,1,Associate
587,Pilates Instructor,Pilates  Everyone,"Beirut, Lebanon",7/28/21,7,1,Teacher
588,Planing Enginer,Cat Group,"Beirut, Lebanon",7/19/21,7,1,Engineer
589,Plant Manager,Man Enterprise,"Beirut, Lebanon",6/28/21,6,1,Manager
591,Presales Enginer,Arabot,"Beirut, Lebanon",7/25/21,7,1,Engineer
593,Principal Busines Solutions Consultant,Temenos,"Beirut, Lebanon",7/19/21,7,1,Consultant
595,Procurement Enginer,Gasmat Group,"Beirut, Lebanon",7/29/21,7,1,Engineer
596,Procurement Manager,Monty Mobile,"Beirut, Lebanon",8/10/21,8,1,Manager
597,Product Manager,Malia Group,"Beirut, Lebanon",7/14/21,7,1,Manager
598,Product Manager The Temenos Banking Cloud Midle East Africa,Temenos,"Beirut, Lebanon",7/11/21,7,1,Manager
599,Product Marketing Manager,Ardeco,"Beirut, Lebanon",7/29/21,7,1,Marketer
601,Production And Bim Manager,Butec,"Beirut, Lebanon",8/3/21,8,1,Manager
603,Production Supervisor,Pawpots,"Beirut, Lebanon",8/23/21,8,1,advisor
604,Program Asociate Marketing And Administration,Amideastlebanon,"Beirut, Lebanon",6/29/21,6,1,Marketer
605,Programe Asistant,International Labour Organization,"Beirut, Lebanon",7/27/21,7,1,Assistant
606,Programe Management Oficer Ecomerce,United Nations Escap,"Beirut, Lebanon",6/23/21,6,1,Manager
608,Project And Research Oficer,Datapop Aliance,"Beirut, Lebanon",7/30/21,7,1,Researcher
609,Project Asistant,Icmpd International Centre For Migration Policy Development,"Beirut, Lebanon",7/28/21,7,1,Assistant
612,Project Enginer,Grenwise Energy,"Beirut, Lebanon",7/7/21,7,1,Engineer
613,Project Pre-Sales Engineer,Hikvision Mena,"Beirut, Lebanon",8/15/21,8,1,Sales Person
615,Python Backend Developer Dubai Uae,Coblestone Energy,"Beirut, Lebanon",6/8/21,6,1,Software Developer
616,Quality Assurance Engineer,Drapp_Me,"Beirut, Lebanon",8/9/21,8,1,Engineer
617,Quality Assurance Engineer,Everteamgs-Intalio,"Beirut, Lebanon",8/3/21,8,1,Engineer
618,Quality Asurance Analyst,Ids Fintech,"Beirut, Lebanon",7/26/21,7,1,Analyst
619,Quality Asurance Automation Enginer,Novelus,"Beirut, Lebanon",7/8/21,7,1,Engineer
620,Quality Asurance Executive,Ant Ventures Worldwide,"Beirut, Lebanon",7/12/21,7,1,Associate
621,Quality Asurance Software Enginer,Stelgren Sa,"Beirut, Lebanon",6/21/21,6,1,Engineer
623,Rd Software Enginer,Bayanat Services,"Beirut, Lebanon",7/9/21,7,1,Engineer
624,React Native Developer,Zerone,"Beirut, Lebanon",7/13/21,7,1,Software Developer
625,React Native Developer,White Stork,"Beirut, Lebanon",8/17/21,8,1,Software Developer
626,React Native Developer,Webased,"Beirut, Lebanon",8/2/21,8,1,Software Developer
627,React Web Developer,Algotraders,"Beirut, Lebanon",7/27/21,7,1,Software Developer
628,Readvertised Legal Review Consultant Lebanese Nationality Only Beirut,Un Women,"Beirut, Lebanon",7/30/21,7,1,Consultant
629,Real Estate Agent,Jsk Real Estate,"Beirut, Lebanon",8/19/21,8,1,Assistant
632,Regional Cordinator For Human Resources,International Labour Organization,"Beirut, Lebanon",6/24/21,6,1,Human Resource Specialist
635,Regulatory Assistant - Mea,Eli Lilly And Company,"Beirut, Lebanon",8/10/21,8,1,Assistant
636,Relationship Manager,The Primes,"Beirut, Lebanon",7/14/21,7,1,Manager
637,Release Maintenance Consultant,Murex,"Beirut, Lebanon",6/18/21,6,1,Consultant
639,Research Programe Cordinator Education Research In Conflict And Protracted Crisis Eric,International Rescue Comite,"Beirut, Lebanon",7/23/21,7,1,Researcher
640,Reservations Ticketing Agent,Eid Travel,"Beirut, Lebanon",7/28/21,7,1,Assistant
641,Restaurant And Flower Shop Manager,La M Nagerie,"Beirut, Lebanon",7/31/21,7,1,Manager
642,Restaurant Manager,Bartartine,"Beirut, Lebanon",7/21/21,7,1,Manager
643,Retail And Ecomerce Manager Asistant,Ajialouna Organization,"Beirut, Lebanon",7/24/21,7,1,Manager
644,Rom Service Waiter,Radison Hotel Group,"Beirut, Lebanon",6/25/21,6,1,Waiter
645,Sales Acount Manager,Ecomz,"Beirut, Lebanon",7/15/21,7,1,Sales Person
648,Sales Analyst,Holdal - Abou Adal Group,"Beirut, Lebanon",8/17/21,8,1,Sales Person
649,Sales And Marketing Associate,"Promoteam, Organisers Of Specialty Exhibitions Since 1991","Beirut, Lebanon",8/4/21,8,1,Marketer
650,Sales And Marketing Specialist,Gcl Global Cargo Line,"Beirut, Lebanon",7/25/21,7,1,Marketer
651,Sales Asistant Verdun,Luxury Selections,"Beirut, Lebanon",7/14/21,7,1,Sales Person
652,Sales Asociate For A Fashion Retail Company,Hinawi International Group,"Beirut, Lebanon",7/13/21,7,1,Sales Person
653,Sales Associate,Toumajean Couture,"Beirut, Lebanon",8/23/21,8,1,Sales Person
656,Sales Consultant,Insurance,"Beirut, Lebanon",8/6/21,8,1,Sales Person
657,Sales Consultant,Metlife Lebanon,"Beirut, Lebanon",8/6/21,8,1,Sales Person
658,Sales Development Demand Planing Manager,Braserie Almaza Heineken Lebanon,"Beirut, Lebanon",7/28/21,7,1,Sales Person
659,Sales Engineer,Mashriq Energy,"Beirut, Lebanon",8/10/21,8,1,Sales Person
660,Sales Executive,Oxshare,"Beirut, Lebanon",7/14/21,7,1,Sales Person
662,Sales Executive,Transmed,"Beirut, Lebanon",8/18/21,8,1,Sales Person
664,Sales Executive,Dental Labs & Clinics,"Beirut, Lebanon",8/5/21,8,1,Sales Person
665,Sales Executive French Literate,Apliman,"Beirut, Lebanon",7/22/21,7,1,Sales Person
666,Sales Lead,Antwork,"Beirut, Lebanon",7/9/21,7,1,Sales Person
667,Sales Lead Generator,Cafu,"Beirut, Lebanon",6/30/21,6,1,Sales Person
668,Sales Logistics Specialist,Mena Medical Development,"Beirut, Lebanon",7/12/21,7,1,Sales Person
670,Sales Operations Executive,Podeo ,"Beirut, Lebanon",7/6/21,7,1,Sales Person
671,Sales Person,Tapis Mahmoud Kabalan,"Beirut, Lebanon",8/5/21,8,1,Sales Person
672,Sales Representative,Elite Solutions,"Beirut, Lebanon",6/15/21,6,1,Sales Person
673,Sales Representative,Medicals International,"Beirut, Lebanon",8/6/21,8,1,Sales Person
674,Sales Representativemanagers,The Insurance Experts,"Beirut, Lebanon",7/31/21,7,1,Sales Person
675,Sales Specialist,Stelgren Sa,"Beirut, Lebanon",6/22/21,6,1,Sales Person
