,Job Title,Company,Location,Date,Month,Count,Category
11,Chief Operating Officer,Yaduna Whhc,"Mount Lebanon, Lebanon",8/2/21,8,1,Officer
12,Production Operator,A.B. Poultryco,"Mount Lebanon, Lebanon",8/5/21,8,1,Operator
13,Electrical Design Engineer,Mets Energy Sal,"Mount Lebanon, Lebanon",8/14/21,8,1,Designer
14,Graphic Designer,53Dots_Dar Al Kotob,"Mount Lebanon, Lebanon",8/5/21,8,1,Designer
15,Full-Stack Developer,Inhouse Production Ltd,"Beirut, Lebanon",8/13/21,8,1,Software Developer
16,Net Full Stack Engineer,Microtech Solutions S.A.L.,"Beirut, Lebanon",8/3/21,8,1,Engineer
17,"Human Resources Coordinators - Bekaa, Bml, North, South",Nrc Europe - Norwegian Refugee Council,"Beirut, Lebanon",8/20/21,8,1,Human Resource Specialist
18,Senior Ruby On Rails Developer â Full-Time,Toptal,"Beirut, Lebanon",8/18/21,8,1,Software Developer
19,Accountant,Presentail,"Beirut, Lebanon",8/2/21,8,1,Accountant
20,Acting/Lhif Country Coordinator (Parental Cover) - Beirut,International Rescue Committee,"Beirut, Lebanon",8/23/21,8,1,Coordinator
21,Africa Based - Commercial Manager,Editec,"Beirut, Lebanon",8/23/21,8,1,Manager
22,Android Developer,Quayo Mobility,"Beirut, Lebanon",8/4/21,8,1,Software Developer
23,Angular Developer,Human Capital Management,"Beirut, Lebanon",8/11/21,8,1,Software Developer
24,Arabic Digital Learning Glossary Consultant,"Unesco - United Nations Educational, Scientific And Cultural Organization","Beirut, Lebanon",8/16/21,8,1,Consultant
25,Arabic Writer - Content On Arab Youtubers,Studio Al Fankoosh,"Beirut, Lebanon",8/23/21,8,1,Writer
26,Assistant Manager,Al Maher Trading Est.,"Beirut, Lebanon",8/5/21,8,1,Manager
27,"Azure, D365 Fo/Ce, Data & Analytics, Ai/Ml, Azure Apps Champion",Netways,"Beirut, Lebanon",8/16/21,8,1,Analyst
28,Back End Lead / Staff Software Engineer (Bangkok Based â Relocation Provided),Agoda,"Beirut, Lebanon",8/13/21,8,1,Engineer
29,Back End Team â Engineer (Bangkok Based â Relocation Provided),Agoda,"Beirut, Lebanon",8/11/21,8,1,Engineer
30,Backend Software Developer,Podeo | Ù¨ÙØ¿ØØ,"Beirut, Lebanon",8/17/21,8,1,Software Developer
31,Business Development Support Junior Non-Key Experts (3 Individuals),Dai,"Beirut, Lebanon",8/15/21,8,1,Software Developer
32,Business Partner,Jeunesse Global,"Beirut, Lebanon",8/6/21,8,1,Business Specialist
33,Business Systems Analyst,International Rescue Committee,"Beirut, Lebanon",8/13/21,8,1,Analyst
34,Buying Executive - Car Transactions,Empg,"Beirut, Lebanon",8/17/21,8,1,Sales Person
36,Captain Waiter And Runner,Cafe77,"Beirut, Lebanon",8/17/21,8,1,Waiter
37,Chef,Radisson Hotel Group,"Beirut, Lebanon",8/3/21,8,1,Chef
38,Chef De Partie,Radisson Hotel Group,"Beirut, Lebanon",8/17/21,8,1,Chef
39,Chef De Partie,Radisson Hotel Group,"Beirut, Lebanon",8/3/21,8,1,Chef
41,Clinical Research Associate,Iqvia,"Beirut, Lebanon",8/3/21,8,1,Associate
42,Commercial Planning Manager,Philip Morris International,"Beirut, Lebanon",8/19/21,8,1,Manager
43,Communications Editor Of Tarbiyah 21 Newsletter,"Unesco - United Nations Educational, Scientific And Cultural Organization","Beirut, Lebanon",8/16/21,8,1,Writer
44,Community Manager,Gabriel Bocti S.A.L,"Beirut, Lebanon",8/23/21,8,1,Manager
45,Consulting - Financial Services - Digital Transformation - Manager (Lebanon),Pwc Middle East,"Beirut, Lebanon",8/10/21,8,1,Finance Specialist
46,Consulting - Financial Services - Front Office Transformation- Senior Consultant (Lebanon),Pwc Middle East,"Beirut, Lebanon",8/10/21,8,1,Finance Specialist
47,Consulting - Financial Services - Risk & Regulation - Senior Consultant (Lebanon),Pwc Middle East,"Beirut, Lebanon",8/10/21,8,1,Finance Specialist
48,Copywriter,Logisoft,"Beirut, Lebanon",8/16/21,8,1,Copywriter
49,Customer Service Staff,Agriwa Sal,"Beirut, Lebanon",8/5/21,8,1,Services
50,"Data Devops Engineer (Hadoop Platform) (Bangkok Based, Relocation Provided)",Agoda,"Beirut, Lebanon",8/17/21,8,1,Analyst
51,"Data Engineer â Apache Spark (Java/Scala) (Bangkok Based, Relocation Provided)",Agoda,"Beirut, Lebanon",8/9/21,8,1,Analyst
52,"Data Lead/ Staff Software Engineer (Bangkok Based, Relocation Provided)",Agoda,"Beirut, Lebanon",8/5/21,8,1,Analyst
53,"Data Pipeline Engineer (Bangkok Based, Relocation Provided)",Agoda,"Beirut, Lebanon",8/13/21,8,1,Analyst
54,"Deals, Transaction Services - Financial Due Diligence - Financial Services - Senior Associate - Beirut",Pwc Middle East,"Beirut, Lebanon",8/17/21,8,1,Finance Specialist
55,Demi Chef De Partie,Radisson Hotel Group,"Beirut, Lebanon",8/11/21,8,1,Chef
56,Dermatologist,Cosmedica Clinic Bahrain,"Beirut, Lebanon",8/18/21,8,1,Medical Doctor
57,Digital Marketing Executive,Malik'S Lebanon,"Beirut, Lebanon",8/6/21,8,1,Marketer
58,Digital Marketing Specialist,The Kode,"Beirut, Lebanon",8/4/21,8,1,Marketer
59,Digital Marketing Specialist,Brush Art Co. - Your Space Is Our Canvas,"Beirut, Lebanon",8/9/21,8,1,Marketer
60,Digital Marketing Strategist,Tedmob Sal,"Beirut, Lebanon",8/3/21,8,1,Marketer
61,Digital Media Manager,Generation R Holding,"Beirut, Lebanon",8/19/21,8,1,Manager
62,"Distinguished Engineer, Trilogy (Remote) - $800,000/Year Usd",Crossover For Work,"Beirut, Lebanon",8/23/21,8,1,Engineer
63,E-Commerce Trade Executive,Empg,"Beirut, Lebanon",8/18/21,8,1,Finance Specialist
64,Education Coordinator (Head Of Program) - Beirut,International Rescue Committee,"Beirut, Lebanon",8/19/21,8,1,Teacher
65,Education Coordinator (Head Of Program) - Beirut,International Rescue Committee,"Beirut, Lebanon",8/19/21,8,1,Teacher
66,Enterprise Development Specialist,International Labour Organization,"Beirut, Lebanon",8/18/21,8,1,Software Developer
67,Erc Manager Levant,Novartis,"Beirut, Lebanon",8/6/21,8,1,Manager
68,Estimation Engineer,Alusteel,"Beirut, Lebanon",8/17/21,8,1,Engineer
69,"Finance Manager, Trilogy (Remote) - $100,000/Year Usd",Crossover For Work,"Beirut, Lebanon",8/18/21,8,1,Finance Specialist
70,"Finance Manager, Trilogy (Remote) - $100,000/Year Usd",Crossover For Work,"Beirut, Lebanon",8/23/21,8,1,Finance Specialist
71,"Full Stack Engineer (Data Team) (All Levels) (Bangkok Based, Relocation Provided)",Agoda,"Beirut, Lebanon",8/4/21,8,1,Analyst
72,Full Stack Gis Developer,Modern Geographic Technologies Corp,"Beirut, Lebanon",8/22/21,8,1,Software Developer
73,"Global Support Manager, Trilogy (Remote) - $400,000/Year Usd",Crossover For Work,"Beirut, Lebanon",8/23/21,8,1,Manager
74,Graphic Designer,The Supporters,"Beirut, Lebanon",8/3/21,8,1,Designer
75,Graphic Designer,The Station Media & Production,"Beirut, Lebanon",8/20/21,8,1,Designer
76,Graphic Designer,Yawmiyati.Com,"Beirut, Lebanon",8/3/21,8,1,Designer
77,Graphic Designer,Yawmiyati.Com,"Beirut, Lebanon",8/10/21,8,1,Designer
78,Graphic Designer,Fly-Foot,"Beirut, Lebanon",8/5/21,8,1,Designer
79,Graphic Designer - Beirut,International Rescue Committee,"Beirut, Lebanon",8/18/21,8,1,Designer
80,Growth Marketing Manager - Saudi Arabia,Binance,"Beirut, Lebanon",8/21/21,8,1,Marketer
82,Head Of Finance,Podeo | Ù¨ÙØ¿ØØ,"Beirut, Lebanon",8/17/21,8,1,Finance Specialist
83,"Head Of Finance, Levant",Novartis,"Beirut, Lebanon",8/6/21,8,1,Finance Specialist
84,High School English Teacher,"Beirut Evangelical School ,Rabieh","Beirut, Lebanon",8/5/21,8,1,Teacher
85,Information Technology Specialist,Besancon Beirut,"Beirut, Lebanon",8/2/21,8,1,Technology Specialist
86,Institutional Sales And Account Manager - Mena,Binance,"Beirut, Lebanon",8/21/21,8,1,Sales Person
88,Internal Audit Manager,Future Pipe Industries,"Beirut, Lebanon",8/5/21,8,1,Manager
89,Ip Engineer,Cedarcom - Mobi,"Beirut, Lebanon",8/16/21,8,1,Engineer
90,Junior Graphic Designer,Geexel,"Beirut, Lebanon",8/3/21,8,1,Designer
91,Junior Marketing Specialist Trainee (Remote Position),Brainnest,"Beirut, Lebanon",8/22/21,8,1,Marketer
92,Knowledge Management Specialist (Consultant),"Unesco - United Nations Educational, Scientific And Cultural Organization","Beirut, Lebanon",8/16/21,8,1,Manager
93,"Lead Software Engineer (Finops), Trilogy (Remote) - $400,000/Year Usd",Crossover For Work,"Beirut, Lebanon",8/23/21,8,1,Engineer
94,"Machine Learning Engineer (Bangkok Based, Relocation Provided)",Agoda,"Beirut, Lebanon",8/5/21,8,1,Engineer
95,Maintenance Services Representative,Panasonic Avionics Corporation,"Beirut, Lebanon",8/4/21,8,1,Services
96,Manager - Media,Starcom,"Beirut, Lebanon",8/4/21,8,1,Manager
97,Manager - Media,Publicis Sapient,"Beirut, Lebanon",8/4/21,8,1,Manager
99,Marketing And Business Development Specialist,Starbridge Capital,"Beirut, Lebanon",8/2/21,8,1,Marketer
100,Mental Health & Psychosocial Support (Mhpss) Project Manager,Medair,"Beirut, Lebanon",8/20/21,8,1,Manager
101,Motion Graphic Designer,Sociele,"Beirut, Lebanon",8/16/21,8,1,Designer
102,Operations Executive - E-Commerce,Empg,"Beirut, Lebanon",8/19/21,8,1,Associate
103,Outdoor Sales Agent,Arope Insurance | Lebanon,"Beirut, Lebanon",8/2/21,8,1,Sales Person
104,Pharmacist,Amb Group,"Beirut, Lebanon",8/3/21,8,1,Pharmacist
105,Php Developer,Strive Middle East,"Beirut, Lebanon",8/11/21,8,1,Software Developer
107,"Principal Engineer, Trilogy (Remote) - $800,000/Year Usd",Crossover For Work,"Beirut, Lebanon",8/23/21,8,1,Engineer
109,"Principal Software Engineer (Finops), Trilogy (Remote) - $400,000/Year Usd",Crossover For Work,"Beirut, Lebanon",8/23/21,8,1,Engineer
112,Project & Fundraising Coordinator,Kiron Open Higher Education,"Beirut, Lebanon",8/16/21,8,1,Coordinator
113,Project Manager,Icmpd - International Centre For Migration Policy Development,"Beirut, Lebanon",8/6/21,8,1,Manager
114,Promotion Producer,Aljadeed Tv,"Beirut, Lebanon",8/12/21,8,1,Sales Person
115,Quality Assurance Analyst,Ids Fintech,"Beirut, Lebanon",8/17/21,8,1,Analyst
117,Regional Sales Manager - Levant,Cisco,"Beirut, Lebanon",8/17/21,8,1,Sales Person
118,Restaurant Manager - Pizza Background,Restogroup,"Beirut, Lebanon",8/6/21,8,1,Manager
119,Retail Sales Representative,Tamer Freres Sal,"Beirut, Lebanon",8/5/21,8,1,Sales Person
120,Rooms Manager,Movenpick,"Beirut, Lebanon",8/10/21,8,1,Manager
121,Sales Account Manager,Softstm,"Beirut, Lebanon",8/3/21,8,1,Sales Person
122,Sales And Marketing Specialist,Premium Delivery,"Beirut, Lebanon",8/7/21,8,1,Marketer
123,Sales Assistant,Emakina Asia,"Beirut, Lebanon",8/2/21,8,1,Sales Person
125,Sales Executive,Swiss U Life,"Beirut, Lebanon",8/2/21,8,1,Sales Person
126,Sales Executive,B Groove Public Health,"Beirut, Lebanon",8/13/21,8,1,Sales Person
127,Sales Specialist,Dealers Group Sarl,"Beirut, Lebanon",8/9/21,8,1,Sales Person
128,Sat Tutor,Edubolt,"Beirut, Lebanon",8/4/21,8,1,Teacher
129,Security Manager,Movenpick,"Beirut, Lebanon",8/10/21,8,1,Manager
130,Senior Anti-Corruption Advisor,"Ian, Evan & Alexander Corporation An Everwatch Co.","Beirut, Lebanon",8/20/21,8,1,Advisor
131,Senior Art Director,Vintagecellar App,"Beirut, Lebanon",8/6/21,8,1,Art
132,Senior Associate â Paid Search,Merkle Mena,"Beirut, Lebanon",8/5/21,8,1,Associate
133,"Senior Associate (Remote) - $200,000/Year Usd",Crossover For Work,"Beirut, Lebanon",8/23/21,8,1,Associate
134,"Senior Associate (Remote) - $200,000/Year Usd",Crossover For Work,"Beirut, Lebanon",8/18/21,8,1,Associate
135,Senior Business Analyst - 28907,"Unhcr, The Un Refugee Agency","Beirut, Lebanon",8/11/21,8,1,Analyst
136,"Senior Data Engineer â Apache Spark (Java/Scala) (Bangkok Based, Relocation Provided)",Agoda,"Beirut, Lebanon",8/9/21,8,1,Analyst
137,"Senior Data Pipeline Engineer (Golang) (Bangkok Based, Relocation Provided)",Agoda,"Beirut, Lebanon",8/13/21,8,1,Analyst
138,Senior Executive - Media,Publicis Sapient,"Beirut, Lebanon",8/2/21,8,1,Associate
139,Senior Executive - Media,Starcom,"Beirut, Lebanon",8/2/21,8,1,Associate
141,Senior Full Stack Engineer,Net-Recrute,"Beirut, Lebanon",8/16/21,8,1,Engineer
142,Senior Graphic Designer/Social Media Specialist,B-Group S.A.R.L,"Beirut, Lebanon",8/9/21,8,1,Designer
143,Senior Instructors,Modern Online Education,"Beirut, Lebanon",8/10/21,8,1,Teacher
144,"Senior Machine Learning Engineer â Data Platform Team (Bangkok Based, Relocation Provided)",Agoda,"Beirut, Lebanon",8/5/21,8,1,Analyst
145,"Senior Manager Customer Support, Trilogy (Remote) - $400,000/Year Usd",Crossover For Work,"Beirut, Lebanon",8/23/21,8,1,Manager
146,Senior Operations Assistant / Executive Assistant To Director - G6,International Labour Organization,"Beirut, Lebanon",8/11/21,8,1,Assistant
148,Senior Software Engineer,Washmen,"Beirut, Lebanon",8/6/21,8,1,Engineer
149,"Senior Software Engineer âAI Real-Time Microservices (Bangkok Based, Relocation Provided)",Agoda,"Beirut, Lebanon",8/22/21,8,1,Analyst
150,"Senior Software Engineer, Trilogy (Remote) - $100,000/Year Usd",Crossover For Work,"Beirut, Lebanon",8/18/21,8,1,Engineer
152,Server/Waiter/Waitress,Radisson Hotel Group,"Beirut, Lebanon",8/17/21,8,1,Waiter
153,Social Media Executive,Podeo | Ù¨ÙØ¿ØØ,"Beirut, Lebanon",8/16/21,8,1,Social Media
154,Staff Software Engineer I,Careem,"Beirut, Lebanon",8/7/21,8,1,Engineer
155,"Staff/Senior Front End Engineer â Data Experience Team (Bangkok Based, Relocation Provided)",Agoda,"Beirut, Lebanon",8/4/21,8,1,Analyst
156,Student Support Officer (Lebanese Position),Kiron Open Higher Education,"Beirut, Lebanon",8/11/21,8,1,Officer
157,Supply And Logistics Assistant,Unv Ltd,"Beirut, Lebanon",8/16/21,8,1,Assistant
158,Talent & Employer Branding Executive,Danone,"Beirut, Lebanon",8/19/21,8,1,Associate
159,Tax & Legal Services - Tax - Tax Advisory Services - Associate - Beirut,Pwc Middle East,"Beirut, Lebanon",8/18/21,8,1,Associate
160,Tax & Legal Services - Tax - Tax Advisory Services - Manager - Beirut,Pwc Middle East,"Beirut, Lebanon",8/20/21,8,1,Manager
163,Technical Services Representative,Panasonic Avionics Corporation,"Beirut, Lebanon",8/5/21,8,1,Services
164,Ux/Ui Designer,Podeo | Ù¨ÙØ¿ØØ,"Beirut, Lebanon",8/4/21,8,1,Designer
165,Website Content Writer,Podeo | Ù¨ÙØ¿ØØ,"Beirut, Lebanon",8/4/21,8,1,Website Content Writer
166,Experienced Angular Software Engineer,Rubix - Partner For Digital Business,"Beirut, Lebanon",8/19/21,8,1,Engineer
167,3D Artist,Monty Mobile,"Beirut, Lebanon",8/2/21,8,1,Art
168,3D Designer,Impresario.Live,"Beirut, Lebanon",8/18/21,8,1,Designer
169,3D Outfit Designer,Chriskinterior,"Beirut, Lebanon",8/22/21,8,1,Designer
170,A Senior Developer Php,Broadnet Technologies,"Beirut, Lebanon",8/23/21,8,1,Software Developer
171,A2P Account Coordinator,Monty Mobile,"Beirut, Lebanon",8/5/21,8,1,Accountant
172,Aces To Justice Consultant Beirut,International Rescue Comite,"Beirut, Lebanon",7/26/21,7,1,Consultant
173,Acount Executive,Confidential Company,"Beirut, Lebanon",7/30/21,7,1,Associate
174,Acount Executive Mena,Echobox,"Beirut, Lebanon",6/2/21,6,1,Associate
176,Acounting Analyst,Flyfot,"Beirut, Lebanon",7/6/21,7,1,Analyst
178,Acounting Manager,Fdc Fod Drug Corporation,"Beirut, Lebanon",7/9/21,7,1,Manager
180,Administrative And Financial Cordinator,Aci N Contra El Hambre,"Beirut, Lebanon",7/27/21,7,1,Finance Specialist
181,Administrative And Financial Manager Algeria,Butec,"Beirut, Lebanon",7/30/21,7,1,Finance Specialist
182,Administrative Asistant,United Nations Escap,"Beirut, Lebanon",6/30/21,6,1,Assistant
183,Advertising Operations Asociate,Non,"Beirut, Lebanon",7/8/21,7,1,Advertising Specialist
184,Advertising Operations Associate,Noon,"Beirut, Lebanon",8/5/21,8,1,Associate
185,Advisor Suply Chain Information Systems,International Rescue Comite,"Beirut, Lebanon",6/2/21,6,1,Advisor
186,Ai Jobs -Photo Collection â Global Participants,Transperfect,"Beirut, Lebanon",8/13/21,8,1,Analyst
187,Analyst Developer ,Sopra Banking Software,"Beirut, Lebanon",6/30/21,6,1,Software Developer
188,Android Developer,Econcepts,"Beirut, Lebanon",7/8/21,7,1,Software Developer
189,Android Developer,Monty Mobile,"Beirut, Lebanon",8/17/21,8,1,Software Developer
190,Android Software Enginer,Stelgren Sa,"Beirut, Lebanon",6/21/21,6,1,Engineer
191,Aplication Developer,Red Red Group,"Beirut, Lebanon",7/18/21,7,1,Software Developer
192,Arabic Digital Editor,Warnermedia,"Beirut, Lebanon",8/5/21,8,1,Writer
194,Architectural Specification Writer,Construction & Builders Consultants,"Beirut, Lebanon",8/10/21,8,1,Writer
195,Area Manager Midle East Lebanon Fm,Morgan Philips Group,"Beirut, Lebanon",6/16/21,6,1,Manager
196,Art Director,Kashida,"Beirut, Lebanon",6/14/21,6,1,Art
197,Art Director (In-House),Multiply Group,"Beirut, Lebanon",8/4/21,8,1,Art
198,Artist,Mobenci,"Beirut, Lebanon",7/21/21,7,1,Art
199,Asistant Fashion Designer,Lemonade Fashion,"Beirut, Lebanon",7/30/21,7,1,Designer
200,Asociate,Alem Asociates,"Beirut, Lebanon",6/28/21,6,1,Associate
201,Asociate Transaction Advisory,Wizadvice Advisory,"Beirut, Lebanon",7/12/21,7,1,Advisor
202,Assistant-Vendeur,Francevision,"Beirut, Lebanon",8/10/21,8,1,Assistant
205,Audit & Assurance - Experienced Associate,Deloitte,"Beirut, Lebanon",8/3/21,8,1,Associate
210,Automation Technician,Brasserie Almaza - Heineken Lebanon,"Beirut, Lebanon",8/19/21,8,1,Technician
213,Back End Lead Staf Software Enginer Bangkok Based Relocation Provided,Agoda,"Beirut, Lebanon",7/23/21,7,1,Engineer
214,Back End Team Enginer Bangkok Based Relocation Provided,Agoda,"Beirut, Lebanon",7/21/21,7,1,Engineer
215,Back-End Developer,Cognativex,"Beirut, Lebanon",8/22/21,8,1,Software Developer
216,Backend Software Enginer,Stelgren Sa,"Beirut, Lebanon",6/21/21,6,1,Engineer
217,Beauty Personal Care Category Manager Levant Iraq Name Central,Unilever,"Beirut, Lebanon",7/14/21,7,1,Manager
218,Behavioral Scientist For French Speakers,Nudge Lebanon,"Beirut, Lebanon",7/27/21,7,1,Scientist
219,Bilingual Corporate Senior Associate,Idex Consulting Ltd,"Beirut, Lebanon",8/4/21,8,1,Associate
220,Biztalk Senior Developer,Sucafina,"Beirut, Lebanon",6/17/21,6,1,Software Developer
221,Bootcamp - Field Service Management,Novelus,"Beirut, Lebanon",8/11/21,8,1,Manager
222,Botcamp Software Development,Novelus,"Beirut, Lebanon",7/16/21,7,1,Software Developer
223,Brand Development Specialist,Holdal Abou Adal Group,"Beirut, Lebanon",6/23/21,6,1,Software Developer
224,Brand Manager,Nestl Waters,"Beirut, Lebanon",7/27/21,7,1,Manager
225,Busines Analyst,Horae Group,"Beirut, Lebanon",6/17/21,6,1,Analyst
226,Busines Data Analyst,Maidsc,"Beirut, Lebanon",6/29/21,6,1,Analyst
227,Busines Development Intern,Lions Agency,"Beirut, Lebanon",7/14/21,7,1,Software Developer
228,Busines Development Manager,Otrya Consulting,"Beirut, Lebanon",7/16/21,7,1,Software Developer
229,Busines Development Suport Junior Nonkey Experts  Individuals,Dai,"Beirut, Lebanon",7/24/21,7,1,Software Developer
230,Busines Inteligence Analyst,Murex,"Beirut, Lebanon",7/26/21,7,1,Analyst
231,Busines Partner,Insurance Busines America,"Beirut, Lebanon",6/25/21,6,1,Business Specialist
232,Busines Suport Manager,Holdal Abou Adal Group,"Beirut, Lebanon",7/19/21,7,1,Manager
233,Busines Systems Analyst,International Rescue Comite,"Beirut, Lebanon",7/23/21,7,1,Analyst
234,Busines Unit Head,Boehringer Ingelheim,"Beirut, Lebanon",7/30/21,7,1,Technology Specialist
235,Busines Unit Manager,Strikers,"Beirut, Lebanon",7/28/21,7,1,Manager
236,Business Data Analyst,Maids.Cc,"Beirut, Lebanon",8/23/21,8,1,Analyst
237,Business Development And Customer Relations Officer,Headhunter S.A.R.L,"Beirut, Lebanon",8/4/21,8,1,Software Developer
238,Business Development Executive,Mindflares,"Beirut, Lebanon",8/9/21,8,1,Software Developer
239,Business Development Lead,Siren Associates,"Beirut, Lebanon",8/23/21,8,1,Software Developer
240,Buying Executive Car Transactions,Bayutcom,"Beirut, Lebanon",6/18/21,6,1,Sales Person
241,Cal Center Manager,Crepaway,"Beirut, Lebanon",7/19/21,7,1,Manager
242,Cameraman,Bpro Production,"Beirut, Lebanon",7/21/21,7,1,Photographer
243,Campaign Executive Itp Live,Itp Media Group,"Beirut, Lebanon",6/23/21,6,1,Associate
245,Carpoling Implementation Manager Unops Ica Beirut,Unhcr The Un Refuge Agency,"Beirut, Lebanon",7/21/21,7,1,Manager
247,Cashier,Virus Gaming Center,"Beirut, Lebanon",8/18/21,8,1,Cashier
248,Category Manager,Hicartcom,"Beirut, Lebanon",7/15/21,7,1,Manager
249,Chanel Cloud Advisor Microsoft Azure Program,Bps,"Beirut, Lebanon",7/18/21,7,1,Advisor
250,Chanel Manager Inside Sales,Mindware,"Beirut, Lebanon",7/27/21,7,1,Sales Person
251,Chef,Radison Hotel Group,"Beirut, Lebanon",6/25/21,6,1,Chef
253,Chief People Management Central Hr,United Nations Escap,"Beirut, Lebanon",6/24/21,6,1,Manager
255,Civil Enginer In Kinshasa Democratic Republic Of Congo,Concorde Groupe,"Beirut, Lebanon",7/22/21,7,1,Engineer
257,Clinical Dermatologist,The Career Club,"Beirut, Lebanon",8/23/21,8,1,Medical Doctor
258,Clinical Research Asociate,Phoenix Clinical Research,"Beirut, Lebanon",6/23/21,6,1,Researcher
259,Cloud Infrastructure Enginer,Proximie,"Beirut, Lebanon",7/20/21,7,1,Engineer
260,Coffee Packaging Plant Manager,Khoubourat Hr Program,"Beirut, Lebanon",8/23/21,8,1,Manager
262,Comercial Planing Manager,Philip Moris International,"Beirut, Lebanon",6/9/21,6,1,Manager
263,Communication Specialist,Ahliah School,"Beirut, Lebanon",8/2/21,8,1,Communication Specialist
264,Community Manager,Wetpaint Creative Digital Solutions,"Beirut, Lebanon",8/19/21,8,1,Manager
265,Comunications Asociate Manager,Pepsico,"Beirut, Lebanon",7/16/21,7,1,Manager
267,Comunity Manager Itp Gaming,Itp Media Group,"Beirut, Lebanon",6/27/21,6,1,Manager
269,Consultant & Software Engineer,Aliston,"Beirut, Lebanon",8/4/21,8,1,Consultant
270,Consultant For Top Global Consulting Firm Dubai Ksa,Turas Group,"Beirut, Lebanon",5/29/21,5,1,Consultant
273,Content Manager,Podeo ,"Beirut, Lebanon",5/30/21,5,1,Manager
274,Content Manager (Copywriter),Salt,"Beirut, Lebanon",8/1/21,8,1,Manager
275,Content Manager Regional,Fodics,"Beirut, Lebanon",6/3/21,6,1,Manager
276,Content Writer,Al Makased Philanthropic Islamic Asociation Of Beirut,"Beirut, Lebanon",7/25/21,7,1,Writer
277,Contract Administrator,Fluoroseal,"Beirut, Lebanon",7/27/21,7,1,Administrator
278,Copywriter English,Salt,"Beirut, Lebanon",7/28/21,7,1,Copywriter
279,Corporate Lawyer,Sami Nahas Law Firm,"Beirut, Lebanon",8/2/21,8,1,Lawyer
280,Corporate Responsibility Cr Experienced Manager,Deloite,"Beirut, Lebanon",6/24/21,6,1,Manager
281,Country Director,Plan International,"Beirut, Lebanon",7/7/21,7,1,Cinema
282,Creative Designer,Digitect,"Beirut, Lebanon",8/6/21,8,1,Designer
283,Creative Director,Monty Mobile,"Beirut, Lebanon",6/19/21,6,1,Cinema
284,Creative Marketing Manager & Content Creator,Yeprem,"Beirut, Lebanon",8/16/21,8,1,Marketer
285,Crm Developer,Ipt Powertech Group,"Beirut, Lebanon",7/12/21,7,1,Software Developer
286,Crm Officer,Holdal - Abou Adal Group,"Beirut, Lebanon",8/19/21,8,1,Officer
287,Crm Transformation Manager,Holdal Abou Adal Group,"Beirut, Lebanon",5/16/21,5,1,Manager
288,Customer Activation Executive,Diageo,"Beirut, Lebanon",7/29/21,7,1,Associate
289,Customer Care Agent,Lolia,"Beirut, Lebanon",7/22/21,7,1,Assistant
290,Customer Service Agent,Noknok,"Beirut, Lebanon",8/23/21,8,1,Assistant
291,Customer Service Agent,Elie Saab,"Beirut, Lebanon",8/11/21,8,1,Assistant
292,Customer Service Manager,Zatar W Zeit,"Beirut, Lebanon",7/21/21,7,1,Manager
293,Customer Service Night Shift,Presentail,"Beirut, Lebanon",7/19/21,7,1,Services
294,Customer Service Representative,Maidsc,"Beirut, Lebanon",6/29/21,6,1,Services
295,Customer Service Representative Night Shift,Presentail,"Beirut, Lebanon",5/30/21,5,1,Services
296,Customer Service Representativedispatcher,Presentail,"Beirut, Lebanon",6/6/21,6,1,Services
297,Customer Suces Manager,In,"Beirut, Lebanon",7/26/21,7,1,Manager
299,Customer Suport Executive,Bayutcom,"Beirut, Lebanon",7/15/21,7,1,Associate
301,Dashboard Supervisor,Cafu,"Beirut, Lebanon",8/23/21,8,1,advisor
302,Data Analyst,Pharmamed Sal,"Beirut, Lebanon",7/29/21,7,1,Analyst
303,Data Collection For Arabic Speakers In Lebanon,Apen,"Beirut, Lebanon",7/28/21,7,1,Analyst
304,Data Enginer,Diwama,"Beirut, Lebanon",7/20/21,7,1,Analyst
305,Data Enginer Dubai Or Remote,Coblestone Energy,"Beirut, Lebanon",6/19/21,6,1,Analyst
306,Data Enginer Intern Dubai Or Remote,Coblestone Energy,"Beirut, Lebanon",6/19/21,6,1,Analyst
307,Data Entry Specialist,Podeo ,"Beirut, Lebanon",7/8/21,7,1,Analyst
309,Deals Transaction Services Financial Due Diligence Financial Services Senior Asociate Beirut,Pwc Midle East,"Beirut, Lebanon",7/26/21,7,1,Finance Specialist
310,Delegate Medical Services,International Federation Of Red Cros And Red Crescent Societies Ifrc,"Beirut, Lebanon",7/27/21,7,1,Services
311,Design Architect,Once Wedings,"Beirut, Lebanon",7/30/21,7,1,Designer
312,Developer,Beonit,"Beirut, Lebanon",6/17/21,6,1,Software Developer
313,Devops Enginer,Murex,"Beirut, Lebanon",6/12/21,6,1,Engineer
316,Digital Designer,Kashida,"Beirut, Lebanon",6/10/21,6,1,Designer
317,Digital Designer,M&C Saatchi Mena,"Beirut, Lebanon",8/20/21,8,1,Designer
318,Digital Designer,Kashida,"Beirut, Lebanon",8/6/21,8,1,Designer
319,Digital Designer With A Talent For Motion,Impact Bdo,"Beirut, Lebanon",7/27/21,7,1,Designer
320,Digital Listener / Analysis,Touch Of Art,"Beirut, Lebanon",8/20/21,8,1,Analyst
321,Digital Marketer,Delites,"Beirut, Lebanon",6/17/21,6,1,Marketer
322,Digital Marketing Asociate,Presentail,"Beirut, Lebanon",6/13/21,6,1,Marketer
